sample_id,frame,year,title,author,label,raw_label,confidence,narrating_situation,agent_note,why,n_quotes,event_past,event_present,beat_past,beat_present,bucket_event,bucket_dialogue,bucket_gnomic,bucket_paratext,bucket_unclear
top2011:1365,hist,2011,DEATH COMES TO PEMBERLEY,P. D. James,PAST,PAST,high,retrospective,,"100% past / 0% present of 18, situation=retrospective",28,18,0,0,0,18,2,7,0,1
top2011:2552,hist,2011,KILL ALEX CROSS,James Patterson,ABSTAIN,INSUFFICIENT,,retrospective,,only 2 tense-bearing quotes,2,2,0,0,0,2,0,0,0,0
top2011:3309,hist,2011,NOW YOU SEE HER,James Patterson and Michael Ledwidge,ABSTAIN,INSUFFICIENT,,retrospective,,only 1 tense-bearing quotes,1,1,0,0,0,1,0,0,0,0
top2011:4311,hist,2011,STATE OF WONDER,Ann Patchett,PAST,PAST,high,retrospective,,"100% past / 0% present of 13, situation=retrospective",26,12,0,1,0,12,9,5,0,0
top2011:4618,hist,2011,THE BEST OF ME,Nicholas Sparks,PAST,PAST,high,retrospective,,"93% past / 7% present of 43, situation=retrospective",73,37,3,3,0,40,25,6,0,2
top2011:5131,hist,2011,THE FIFTH WITNESS,Michael Connelly,PAST,PAST,high,retrospective,,"93% past / 7% present of 14, situation=retrospective",21,11,1,2,0,12,5,4,0,0
top2011:5571,hist,2011,THE LAND OF PAINTED CAVES,Jean M. Auel,PAST,PAST,med,retrospective,,"86% past / 14% present of 7, situation=retrospective",9,3,1,3,0,4,3,0,0,2
top2011:5670,hist,2011,THE LITIGATORS,John Grisham,PAST,PAST,high,retrospective,,"100% past / 0% present of 17, situation=retrospective",26,13,0,4,0,13,7,4,0,2
top2011:5973,hist,2011,THE PARIS WIFE,Paula McLain,PAST,PAST,high,retrospective,,"93% past / 7% present of 74, situation=retrospective",100,61,4,8,1,65,25,8,0,2
top2012:901,hist,2012,CALICO JOE,John Grisham,ABSTAIN,INSUFFICIENT,,retrospective,,only 4 tense-bearing quotes,5,4,0,0,0,4,0,1,0,0
top2012:1202,hist,2012,CROSS ROADS,Wm. Paul Young,PAST,PAST,high,retrospective,,"100% past / 0% present of 9, situation=retrospective",33,3,0,6,0,3,8,21,1,0
top2012:2023,hist,2012,GONE GIRL,Gillian Flynn,OTHER,DUAL,high,dual,,"57% past / 43% present of 61, situation=dual",93,32,24,3,2,56,13,24,0,0
top2012:2555,hist,2012,KILL SHOT,Vince Flynn,PAST,PAST,med,retrospective,,"100% past / 0% present of 7, situation=retrospective",9,7,0,0,0,7,1,0,0,1
top2012:4772,hist,2012,THE CASUAL VACANCY,J. K. Rowling,PAST,PAST,high,retrospective,,"100% past / 0% present of 51, situation=retrospective",53,47,0,4,0,47,5,1,0,0
top2012:5180,hist,2012,THE FORGOTTEN,David Baldacci,PAST,PAST,high,retrospective,,"100% past / 0% present of 12, situation=retrospective",21,12,0,0,0,12,1,2,1,5
top2012:5475,hist,2012,THE INNOCENT,David Baldacci,PAST,PAST,high,retrospective,,"92% past / 8% present of 13, situation=retrospective",16,11,1,1,0,12,4,0,0,0
top2012:6093,hist,2012,THE RACKETEER,John Grisham,PRESENT,PRESENT,CONFLICT,simultaneous,Present-tense story-moment narration predominates; retrospective passages function as recollection or background.,"53% past / 47% present of 17, situation=simultaneous",27,8,8,1,0,16,2,6,0,3
top2012:6166,hist,2012,THE ROUND HOUSE,Louise Erdrich,PAST,PAST,high,retrospective,,"87% past / 13% present of 53, situation=retrospective",65,41,7,5,0,48,8,6,2,1
top2012:6524,hist,2012,THE TIME KEEPER,Mitch Albom,PAST,PAST,high,retrospective,,"100% past / 0% present of 16, situation=retrospective",46,11,0,5,0,11,6,29,0,0
top2012:7323,hist,2012,WINTER OF THE WORLD,Ken Follett,PAST,PAST,high,retrospective,,"97% past / 3% present of 31, situation=retrospective",45,21,1,9,0,22,17,4,2,0
top2013:163,hist,2013,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,PAST,PAST,high,retrospective,,"95% past / 5% present of 20, situation=retrospective",29,4,1,15,0,5,21,1,1,1
top2013:275,hist,2013,A WEEK IN WINTER,Maeve Binchy,PAST,PAST,med,retrospective,,"100% past / 0% present of 6, situation=retrospective",16,6,0,0,0,6,10,0,0,0
top2013:455,hist,2013,AND THE MOUNTAINS ECHOED,Khaled Hosseini,ABSTAIN,UNCLEAR,,unclear,"The supplied excerpts contain both past- and present-tense event narration, but do not establish a narrating form or structural relationship sufficient to assign retrospective, simultaneous, or dual.",situation='unclear',56,15,18,1,0,33,6,15,0,2
top2013:1127,hist,2013,COMMAND AUTHORITY,Tom Clancy with Mark Greaney,PAST,PAST,high,retrospective,,"93% past / 7% present of 15, situation=retrospective",18,11,1,3,0,12,4,1,0,1
top2013:1201,hist,2013,CROSS MY HEART,James Patterson,PAST,PAST,high,retrospective,Event narration is consistently past tense; the dialogue beats are also past or absent.,"100% past / 0% present of 8, situation=retrospective",14,7,0,1,0,7,2,2,0,3
top2013:1483,hist,2013,DOCTOR SLEEP,Stephen King,PAST,PAST,high,retrospective,,"100% past / 0% present of 39, situation=retrospective",72,34,0,5,0,34,23,12,3,0
top2013:2418,hist,2013,INFERNO,Dan Brown,ABSTAIN,INSUFFICIENT,,retrospective,,only 3 tense-bearing quotes,25,3,0,0,0,3,7,11,2,2
top2013:3892,hist,2013,S.,Doug Dorst,PRESENT,PRESENT,high,dual,,"16% past / 84% present of 25, situation=dual",67,4,21,0,0,25,22,15,0,5
top2013:4426,hist,2013,SYCAMORE ROW,John Grisham,PAST,PAST,high,retrospective,,"94% past / 6% present of 18, situation=retrospective",31,14,1,3,0,15,6,8,0,2
top2013:4475,hist,2013,TENTH OF DECEMBER,George Saunders,ABSTAIN,UNCLEAR,,unclear,"The excerpts support distinct retrospective and writing-moment modes, but do not establish one book-level narrating situation.",situation='unclear',50,31,6,5,0,37,9,3,0,1
top2013:4914,hist,2013,THE CUCKOO'S CALLING,Robert Galbraith,PAST,PAST,high,retrospective,,"100% past / 0% present of 18, situation=retrospective",27,16,0,2,0,16,5,5,0,1
top2013:5154,hist,2013,THE FIRST PHONE CALL FROM HEAVEN,Mitch Albom,ABSTAIN,INSUFFICIENT,,unclear,,only 1 tense-bearing quotes,24,0,0,1,0,0,2,22,0,0
top2013:5300,hist,2013,THE GOLDFINCH,Donna Tartt,PAST,PAST,high,retrospective,,"81% past / 19% present of 64, situation=retrospective",88,49,12,3,0,61,13,13,1,0
top2013:5397,hist,2013,THE HIT,David Baldacci,PAST,PAST,high,retrospective,,"100% past / 0% present of 12, situation=retrospective",20,12,0,0,0,12,2,1,0,5
top2013:5452,hist,2013,THE HUSBAND'S SECRET,Liane Moriarty,PAST,PAST,high,retrospective,,"99% past / 1% present of 84, situation=retrospective",97,80,1,3,0,81,7,7,0,2
top2013:5695,hist,2013,THE LONGEST RIDE,Nicholas Sparks,ABSTAIN,INSUFFICIENT,,unclear,,only 3 tense-bearing quotes,27,1,2,0,0,3,21,3,0,0
top2013:5912,hist,2013,THE OCEAN AT THE END OF THE LANE,Neil Gaiman,PAST,PAST,high,retrospective,,"100% past / 0% present of 15, situation=retrospective",27,13,0,2,0,13,7,7,0,0
top2014:381,hist,2014,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,PRESENT,PRESENT,high,simultaneous,,"2% past / 98% present of 51, situation=simultaneous",91,1,40,0,10,41,24,25,0,1
top2014:691,hist,2014,BIG LITTLE LIES,Liane Moriarty,PAST,PAST,high,retrospective,,"100% past / 0% present of 17, situation=retrospective",27,15,0,2,0,15,7,5,0,0
top2014:1609,hist,2014,EDGE OF ETERNITY,Ken Follett,PAST,PAST,high,retrospective,,"95% past / 5% present of 22, situation=retrospective",45,13,0,8,1,13,22,7,1,2
top2014:2048,hist,2014,GRAY MOUNTAIN,John Grisham,PAST,PAST,high,retrospective,,"91% past / 9% present of 46, situation=retrospective",75,37,4,5,0,41,19,7,0,8
top2014:2250,hist,2014,HOPE TO DIE,James Patterson,PAST,PAST,high,retrospective,,"93% past / 7% present of 14, situation=retrospective",25,13,1,0,0,14,5,2,0,4
top2014:2662,hist,2014,LEAVING TIME,Jodi Picoult,OTHER,DUAL,high,dual,,"48% past / 52% present of 42, situation=dual",79,18,20,2,2,38,6,32,2,1
top2014:4204,hist,2014,SOMEWHERE SAFE WITH SOMEBODY GOOD,Jan Karon,PAST,PAST,high,retrospective,,"90% past / 10% present of 10, situation=retrospective",24,7,0,2,1,7,8,6,2,1
top2014:4696,hist,2014,THE BOSTON GIRL,Anita Diamant,PAST,PAST,med,retrospective,,"100% past / 0% present of 6, situation=retrospective",24,5,0,1,0,5,12,4,0,3
top2014:5071,hist,2014,THE ESCAPE,David Baldacci,PAST,PAST,high,retrospective,,"89% past / 11% present of 9, situation=retrospective",22,5,1,3,0,6,6,7,0,3
top2014:5485,hist,2014,THE INVENTION OF WINGS,Sue Monk Kidd,PAST,PAST,high,retrospective,,"94% past / 6% present of 52, situation=retrospective",82,40,2,9,1,42,21,12,7,0
top2015:234,hist,2015,A SPOOL OF BLUE THREAD,Anne Tyler,PAST,PAST,high,retrospective,Event narration is predominantly retrospective; the few present-tense event excerpts are story-specific first-person reflection or a writing moment.,"89% past / 11% present of 38, situation=retrospective",52,21,4,13,0,25,18,6,0,3
top2015:330,hist,2015,AFTER YOU,Jojo Moyes,PAST,PAST,high,retrospective,,"85% past / 15% present of 48, situation=retrospective",70,32,7,9,0,39,19,12,0,0
top2015:2000,hist,2015,GO SET A WATCHMAN,Harper Lee,PAST,PAST,high,retrospective,,"78% past / 22% present of 9, situation=retrospective",29,5,2,2,0,7,15,7,0,0
top2015:2844,hist,2015,LUCKIEST GIRL ALIVE,Jessica Knoll,OTHER,DUAL,high,dual,,"59% past / 41% present of 79, situation=dual",86,46,32,1,0,78,1,6,1,0
top2015:3851,hist,2015,ROGUE LAWYER,John Grisham,PRESENT,PRESENT,CONFLICT,simultaneous,,"36% past / 64% present of 25, situation=simultaneous",42,9,15,0,1,24,2,14,0,2
top2015:3992,hist,2015,SEE ME,Nicholas Sparks,PAST,PAST,high,retrospective,,"100% past / 0% present of 8, situation=retrospective",24,7,0,1,0,7,13,4,0,0
top2015:4598,hist,2015,THE BAZAAR OF BAD DREAMS,Stephen King,OTHER,DUAL,med,dual,Manual review 2026-08-13: this is a short-story collection containing both past- and present-tense stories; its aggregate narration is structurally mixed.,"60% past / 40% present of 5, situation=dual",24,1,1,2,1,2,8,9,5,0
top2015:5250,hist,2015,THE GIRL IN THE SPIDER'S WEB,David Lagercrantz,PAST,PAST,med,retrospective,,"80% past / 20% present of 5, situation=retrospective",24,3,1,1,0,4,14,6,0,0
top2015:5251,hist,2015,THE GIRL ON THE TRAIN,Paula Hawkins,PRESENT,PRESENT,high,simultaneous,,"12% past / 88% present of 58, situation=simultaneous",71,7,51,0,0,58,3,10,0,0
top2015:5895,hist,2015,THE NIGHTINGALE,Kristin Hannah,PAST,PAST,high,retrospective,,"69% past / 31% present of 62, situation=retrospective",83,39,17,4,2,56,15,9,2,1
top2016:116,modern,2016,A GENTLEMAN IN MOSCOW,Amor Towles,PAST,PAST,high,retrospective,"Third-person retrospective narration centred on ""the Count""; overwhelmingly aphoristic quote set (36/77 gnomic) because the source selects for quotability. All 23 unambiguous event quotes are past. Several event/past labels come from past reporting or thought tags (""thought the Count"", ""he wondered"", ""He had said that"") wrapping gnomic content -- applied the tag rule per spec. Only quotation-marked or vocative/imperative/direct-address quotes were called dialogue; ~most quotes here carry no marks.","97% past / 3% present of 29, situation=retrospective",77,23,1,5,0,24,17,36,0,0
top2016:637,modern,2016,BEFORE THE FALL,Noah Hawley,OTHER,DUAL,high,dual,"Extremely aphoristic quote page: 24 of 45 are gnomic essayistic reflection, which is exactly the false-present contamination METHODOLOGY warns about. Six Persian-language quotes indicate a translated edition leaking onto the work page; all discarded as paratext. No quote passed the quotation-mark majority test, so there are zero dialogue quotes; marks are largely absent from this page and the three mixed quotes (q00936, q00955) were decided by word-count majority, which makes them the audit points. 15 event quotes, 11 past / 4 present. The split looks strand-based rather than noise: the present quotes are frame/scene narration (a plane sitting on a runway, David's occupation, a present-tense description of an artwork or storm) while the past quotes are character-interior and backstory material, suggesting a present-tense main line alongside retrospective character chapters. Recording dual as the honest read of the four options, but this is a SPLIT_REVIEW candidate and the present side rests on only 4 quotes, one of which (q00936) is a coin-flip.","73% past / 27% present of 15, situation=dual",45,11,4,0,0,15,0,24,6,0
top2016:1132,modern,2016,COMMONWEALTH,Ann Patchett,PAST,PAST,high,retrospective,"Third-person retrospective narration across an ensemble (Franny, Teresa, Fix, Albie, Beverly); very strong past-tense evidence - 49 of 50 event quotes past, with plenty of unfakeable concrete past narration. Low gnomic share (6/76) compared with the other books in this batch. Two Russian-language quotes are translated-edition leakage -> paratext. The single present-tense event quote (q00799) is a self-contained lyric/visionary passage, not a narrating strand; it would not flip the label. Two quotes were called dialogue on register alone (1st person inside a 3rd-person book) because the source strips quotation marks.","98% past / 2% present of 59, situation=retrospective",76,49,1,9,0,50,17,6,2,1
top2016:1638,modern,2016,END OF WATCH,Stephen King,OTHER,DUAL,high,dual,The excerpts show distinct present-tense Hodges/Holly/Brady narration and past-tense Rob/Jason ambulance narration; this supports a dual narrating situation from the supplied text alone.,"43% past / 57% present of 28, situation=dual",46,10,15,2,1,25,13,7,0,1
top2016:1704,modern,2016,EXTREME PREY,John Sandford,PAST,PAST,high,retrospective,"Third-person retrospective police procedural/thriller centred on Lucas, with a second strand on Marlys/Cole. The cleanest book in the batch: 34 event quotes, all past, with abundant concrete past action narration (""The gun locked open and he slammed another magazine in"") that no aphorism could produce. Almost no gnomic material (1/55) - unusual for this source. Heavy dialogue share (20/55) resolved almost entirely by quotation-mark majority, which is present in most quotes here. No quote in the set could flip the label.","100% past / 0% present of 50, situation=retrospective",55,34,0,16,0,34,20,1,0,0
top2016:1834,modern,2016,FIRST COMES LOVE,Emily Giffin,PRESENT,PRESENT,high,simultaneous,"Prose fiction, first-person present-tense contemporary narration. 15 event quotes: 11 present / 4 past (73.3% present). The past minority is not noise -- q01300, q01304, q01308 are first-person recollection/backstory, and q01294 is a distinct THIRD-PERSON past strand referring to reading back 'the entry', suggesting an embedded diary or a separately narrated past section. So the split has a structural explanation on both counts (recollection strand plus a third-person past strand), not uncertainty. Very high gnomic share (6/22) -- this book's quote page is heavily aphorism-selected, exactly the source bias METHODOLOGY warns about; a two-bucket filter would have counted five of those six as present-tense evidence.","27% past / 73% present of 15, situation=simultaneous",22,4,11,0,0,15,0,6,0,1
top2016:1874,modern,2016,FOOL ME ONCE,Harlan Coben,PAST,PAST,high,retrospective,"Third-person retrospective thriller centred on Maya, a veteran. 21 event quotes, all past, including unfakeable concrete narration (""She made sure the Glock was loaded and closed the safe""). The distinctive feature is a very heavy essayistic 2nd-person-present layer: 16 of 49 quotes are gnomic, mostly ""you""-universals about war, marriage, and parenting. A two-bucket filter would read most of those as present-tense evidence and could flip this book to present - this is the single biggest risk in the set, and it is distributed across many quotes rather than one. Several quotes mix a past narrative clause with a present universal (q01318, q01319, q01341, q01356); those were bucketed by which move dominates and are noted individually.","100% past / 0% present of 24, situation=retrospective",49,21,0,3,0,21,12,16,0,0
top2016:2223,modern,2016,HOME,Harlan Coben,OTHER,DUAL,high,dual,"Prose fiction, not verse. This book carries TWO narrating strands and the quotes show both plainly: (a) third-person past-tense narration centred on Myron (q01183, q01191, q01192, q01198), and (b) a first-person narrator writing in the present tense (q01195 'I might be good at what I do... I do not possess an invisibility cloak', q01196, q01197) who also uses 'my cousin Rhys' in q01189. That is a strand split, not diary form -- recording narrating_situation as dual so the two positions are not silently merged. Event count is small (9) and near-even (5 past / 4 present), so this book should go to SPLIT_REVIEW rather than a confident label. q01189 is the single quote most likely to flip the split: it opens in past narration but its bulk is future-tense prediction from a present narrating moment; reading it as present makes the split 4 past / 5 present.","64% past / 36% present of 11, situation=dual",23,5,4,2,0,9,6,6,1,1
top2016:3145,modern,2016,MY NAME IS LUCY BARTON,Elizabeth Strout,PAST,PAST,high,retrospective,"Prose fiction, not verse. First-person retrospective narrator of memoir cast, with an unusually strong narrating-moment present used for essayistic reflection rather than for reporting events -- which is why gnomic is large here (10 of 26) while every event quote is past. Not diary/dual: the present-tense material generalizes beyond the story world instead of describing the writing situation. Three quotes (q01051, q01052, q01053) sit on the boundary because a present-tense 'I think' frame wraps past recounting; all are called event/past on the recounted content.","100% past / 0% present of 16, situation=retrospective",26,14,0,2,0,14,2,10,0,0
top2016:3225,modern,2016,NIGHT SCHOOL,Lee Child,PAST,PAST,high,retrospective,"Prose fiction (thriller), third-person past. 10 event quotes, all past, zero present event-narration. Very heavy dialogue share (8/22) and much of it unmarked -- vocatives ('Ma'am', 'colonel', 'Jamison'-style address) and imperatives were the working signal where quotation marks were stripped. The two abstentions (q00964, q00972) are both present-tense passages with no speech marker; both read as speech but nothing in the text proves it.","100% past / 0% present of 15, situation=retrospective",22,10,0,5,0,10,8,2,0,2
top2016:3263,modern,2016,NO MAN'S LAND,David Baldacci,PAST,PAST,high,retrospective,"Prose fiction, not verse. Third-person past-tense thriller with alternating Puller and Rogers strands and a very high dialogue share (11 of 25). Quotation marks survive in about half the dialogue quotes; the rest were called on vocatives ('Puller', 'soldier', 'Agent Puller') and direct address. No present-tense event narration anywhere. One paratext quote (audiobook acknowledgments).","100% past / 0% present of 19, situation=retrospective",25,13,0,6,0,13,11,0,1,0
top2016:3725,modern,2016,RAZOR GIRL,Carl Hiaasen,PAST,PAST,high,retrospective,,"100% past / 0% present of 34, situation=retrospective",38,27,0,7,0,27,10,0,1,0
top2016:4157,modern,2016,SMALL GREAT THINGS,Jodi Picoult,ABSTAIN,INSUFFICIENT,,unclear,"No event-narration excerpts were available. The sole diagnostic dialogue beat is present tense, but it is insufficient to establish a narrating situation.",only 1 tense-bearing quotes,27,0,0,0,1,0,15,10,2,0
top2016:4653,modern,2016,THE BLACK WIDOW,Daniel Silva,PAST,PAST,high,retrospective,"Prose fiction (espionage thriller), third-person past. 11 event quotes, all past, zero present event-narration. The present-tense material splits cleanly into two non-diagnostic kinds: quoted/epigraphic essay prose about ISIS (q01212, q01213, q01220) and unmarked character speech (q01207, q01221). Goodreads has leaked the acknowledgments (q01206) onto this work page. q01218 is the Switzerland/France analogy METHODOLOGY names as the one genuinely contested past-tense gnomic; it is flagged rather than decided silently.","100% past / 0% present of 12, situation=retrospective",23,11,0,1,0,11,4,6,1,1
top2016:5261,modern,2016,THE GIRLS,Emma Cline,PAST,PAST,high,retrospective,"Prose fiction, not verse -- the lyric density is high and several quotes are verbless fragments, but the surrounding material is clearly narrative prose. First-person adult narrator looking back on adolescence, so the reflective register that would be gnomic in a present-tense novel is here almost all cast in PAST tense ('That was part of being a girl -- you were resigned to...'). Those quotes stay event/past per the present-tense-only gnomic rule and are flagged in notes; they are the audit-sensitive set for this book. No dialogue quotes at all. Zero present-tense event narration.","100% past / 0% present of 17, situation=retrospective",23,17,0,0,0,17,0,6,0,0
